OrderID,CustomerID,OrderDate,ShippingDate,DeliveryDate,OrderStatus,PaymentMethod,ShippingMethod,Discount,TotalAmount
32080,36021,2024-11-18,2024-11-20,2024-11-25,Delivered,Credit Card,Standard Shipping,0.0,5237.86
388771,42670,2025-10-21,2025-10-22,2025-10-25,Delivered,Debit Card,Standard Shipping,0.05,3935.58
127451,23563,2025-09-17,2025-09-18,2025-09-23,Returned,Debit Card,Standard Shipping,0.0,3601.53
212953,2428,2025-04-14,2025-04-15,2025-04-17,Delivered,Credit Card,Economy Shipping,0.0,2547.46
390850,6208,2025-09-13,2025-09-15,2025-09-18,Delivered,Credit Card,Express Shipping,0.1,961.46
218276,47478,2023-03-20,2023-03-21,2023-03-23,Delivered,Wallet,Standard Shipping,0.1,5146.69
397754,90289,2025-12-11,2025-12-12,2025-12-16,Delivered,Credit Card,Express Shipping,0.1,2745.41
100539,38111,2025-09-11,2025-09-13,2025-09-17,Delivered,Debit Card,Economy Shipping,0.0,324.37
492760,22257,2024-04-07,2024-04-09,2024-04-13,Delivered,Wallet,Standard Shipping,0.1,2441.18
108562,95447,2025-11-18,2025-11-20,2025-11-23,Delivered,Credit Card,Standard Shipping,0.0,1220.03
274388,74727,2025-07-24,2025-07-25,2025-07-30,Delivered,Credit Card,Express Shipping,0.0,5621.18
97329,90918,2025-11-16,2025-11-18,2025-11-22,Delivered,Wallet,Standard Shipping,0.0,536.98
417196,86093,2025-07-16,2025-07-17,2025-07-19,Delivered,UPI,Priority Overnight,0.0,3483.71
484550,75817,2025-12-16,2025-12-17,2025-12-20,Delivered,Credit Card,Standard Shipping,0.1,548.08
188209,9551,2025-12-15,2025-12-16,2025-12-19,Delivered,UPI,Express Shipping,0.1,1485.63
57396,41717,2025-07-10,2025-07-11,2025-07-13,Delivered,Wallet,Standard Shipping,0.0,3370.46
244293,37077,2025-09-26,2025-09-27,2025-09-30,Delivered,Wallet,Express Shipping,0.05,2216.05
174031,37514,2024-12-26,2024-12-29,2025-01-02,Delivered,COD,Standard Shipping,0.1,2207.51
433718,10519,2024-06-03,2024-06-04,2024-06-06,Delivered,Wallet,Standard Shipping,0.0,2625.81
483801,92726,2025-07-14,2025-07-17,2025-07-19,Delivered,Credit Card,Express Shipping,0.1,3876.47
463417,81965,2025-12-08,2025-12-10,2025-12-12,Delivered,Credit Card,Economy Shipping,0.0,1220.27
343599,5115,2025-12-03,2025-12-05,2025-12-09,Delivered,Net Banking,Express Shipping,0.1,1312.45
114410,12424,2024-11-21,2024-11-22,2024-11-24,Delivered,Net Banking,Express Shipping,0.0,130.49
448479,6784,2025-10-08,2025-10-10,2025-10-12,Delivered,COD,Express Shipping,0.0,475.72
474157,84071,2024-12-27,2024-12-28,2024-12-30,Delivered,Net Banking,Standard Shipping,0.0,983.96
337247,63710,2025-12-14,2025-12-15,2025-12-17,Delivered,Net Banking,Standard Shipping,0.0,3005.93
401887,25245,2025-01-07,2025-01-09,2025-01-11,Delivered,Debit Card,Express Shipping,0.2,1300.82
110853,10991,2023-08-31,2023-09-01,2023-09-03,Delivered,Credit Card,Standard Shipping,0.2,1552.87
84518,43095,2025-08-22,2025-08-23,2025-08-25,Delivered,Credit Card,Standard Shipping,0.0,750.03
211891,28508,2024-07-31,2024-08-03,2024-08-06,Delivered,Credit Card,Standard Shipping,0.1,1903.11
302636,94345,2025-12-15,2025-12-16,2025-12-20,Delivered,Credit Card,Economy Shipping,0.0,1891.47
295297,48324,2025-06-12,2025-06-15,2025-06-17,Delivered,Credit Card,Standard Shipping,0.0,468.12
380303,20042,2025-06-01,2025-06-03,2025-06-06,Delivered,UPI,Express Shipping,0.0,1556.82
426396,90389,2024-07-08,2024-07-10,2024-07-13,Returned,UPI,Standard Shipping,0.0,3749.62
241725,26874,2022-02-12,2022-02-13,2022-02-16,Delivered,UPI,Express Shipping,0.05,2065.9
467225,76244,2025-05-14,2025-05-16,2025-05-18,Delivered,Wallet,Priority Overnight,0.05,1210.66
12076,98400,2024-07-16,2024-07-17,2024-07-19,Delivered,Credit Card,Express Shipping,0.0,736.07
143041,15487,2025-11-01,2025-11-02,2025-11-04,Delivered,Net Banking,Standard Shipping,0.05,2171.4
183009,50680,2025-07-10,2025-07-11,2025-07-14,Delivered,Debit Card,Express Shipping,0.0,742.96
443006,9967,2023-04-29,2023-04-30,2023-05-05,Delivered,Credit Card,Standard Shipping,0.1,222.29
335881,41031,2024-12-20,2024-12-21,2024-12-23,Delivered,Net Banking,Priority Overnight,0.0,1815.37
32826,32822,2025-12-12,2025-12-13,2025-12-16,Delivered,UPI,Standard Shipping,0.0,793.36
33196,9346,2025-12-06,2025-12-09,2025-12-11,Delivered,Credit Card,Standard Shipping,0.1,874.77
4662,55005,2025-09-26,2025-09-27,2025-10-02,Delivered,Credit Card,Standard Shipping,0.1,125.12
491473,60208,2023-08-05,2023-08-06,2023-08-09,Delivered,Credit Card,Express Shipping,0.0,2167.17
411259,79764,2025-05-20,2025-05-21,2025-05-25,Delivered,UPI,Standard Shipping,0.0,560.96
460469,18956,2025-11-11,2025-11-12,2025-11-14,Delivered,Credit Card,Standard Shipping,0.05,3362.36
127176,75908,2025-01-21,2025-01-24,2025-01-28,Delivered,Credit Card,Standard Shipping,0.1,723.86
467937,18271,2025-11-21,,,Pending,COD,Standard Shipping,0.1,296.63
209119,76819,2025-01-25,2025-01-27,2025-01-29,Returned,Debit Card,Express Shipping,0.0,1990.26
353504,8052,2025-01-17,2025-01-19,2025-01-22,Delivered,Credit Card,Standard Shipping,0.0,1749.97
184121,93021,2024-03-14,2024-03-15,2024-03-18,Delivered,UPI,Standard Shipping,0.0,918.58
4302,31196,2025-01-01,2025-01-02,2025-01-04,Delivered,Net Banking,Standard Shipping,0.15,968.25
246364,4278,2025-10-14,2025-10-15,2025-10-17,Delivered,Credit Card,Standard Shipping,0.0,3063.92
436101,56568,2024-12-12,2024-12-13,2024-12-16,Delivered,Wallet,Standard Shipping,0.0,1637.02
425216,70572,2024-07-13,2024-07-14,2024-07-17,Delivered,Credit Card,Priority Overnight,0.0,5288.14
436571,89163,2025-07-06,2025-07-08,2025-07-10,Delivered,Credit Card,Standard Shipping,0.0,839.2
401130,84453,2025-02-09,2025-02-12,2025-02-16,Delivered,Wallet,Express Shipping,0.0,723.97
331676,36960,2025-11-29,2025-12-01,2025-12-03,Delivered,UPI,Standard Shipping,0.05,1853.45
154079,65723,2022-03-07,2022-03-09,2022-03-12,Delivered,Credit Card,Express Shipping,0.0,1723.4
1041,32388,2023-04-16,2023-04-17,2023-04-20,Delivered,Debit Card,Standard Shipping,0.05,91.79
240582,57661,2023-08-26,2023-08-27,2023-09-01,Returned,Credit Card,Express Shipping,0.0,3322.53
360165,61401,2025-11-14,2025-11-17,2025-11-19,Delivered,Wallet,Standard Shipping,0.0,1098.41
342839,6179,2025-12-18,2025-12-19,2025-12-23,Delivered,UPI,Standard Shipping,0.0,2947.19
155653,93208,2025-04-30,2025-05-02,2025-05-05,Delivered,Credit Card,Standard Shipping,0.2,2749.02
355161,8115,2025-12-14,2025-12-17,2025-12-21,Delivered,Debit Card,Standard Shipping,0.0,1295.34
130506,43815,2024-01-02,2024-01-03,2024-01-05,Delivered,Credit Card,Economy Shipping,0.0,4184.87
69951,59845,2023-10-17,2023-10-19,2023-10-21,Delivered,Debit Card,Priority Overnight,0.0,1498.98
430548,16150,2024-12-18,2024-12-19,2024-12-21,Delivered,Credit Card,Express Shipping,0.05,989.91
29455,44756,2025-06-26,2025-06-28,2025-07-03,Delivered,UPI,Standard Shipping,0.05,1643.93
45409,74829,2025-06-24,2025-06-26,2025-06-30,Delivered,Debit Card,Standard Shipping,0.0,584.16
407336,25790,2023-02-11,2023-02-12,2023-02-17,Delivered,Credit Card,Standard Shipping,0.05,3109.53
125008,33818,2025-09-11,2025-09-13,2025-09-15,Delivered,Debit Card,Standard Shipping,0.1,367.81
276226,25091,2025-02-22,2025-02-24,2025-02-26,Delivered,Credit Card,Priority Overnight,0.0,2416.89
49853,77712,2025-08-12,2025-08-13,2025-08-17,Delivered,Debit Card,Economy Shipping,0.05,1188.19
298829,83797,2025-11-20,2025-11-22,2025-11-24,Delivered,Credit Card,Economy Shipping,0.05,3846.55
449434,17478,2025-04-01,2025-04-03,2025-04-06,Delivered,Wallet,Standard Shipping,0.1,848.58
181279,6625,2025-11-14,2025-11-16,2025-11-21,Delivered,Wallet,Standard Shipping,0.05,1942.26
319737,52613,2024-07-01,2024-07-02,2024-07-04,Delivered,Credit Card,Express Shipping,0.0,1210.08
388734,1823,2025-06-26,2025-06-28,2025-06-30,Delivered,Wallet,Standard Shipping,0.05,224.43
132705,19768,2025-05-18,2025-05-19,2025-05-24,Delivered,Debit Card,Express Shipping,0.0,849.35
474163,64581,2025-08-23,2025-08-24,2025-08-26,Delivered,Net Banking,Standard Shipping,0.1,2260.98
457180,89759,2024-04-18,2024-04-20,2024-04-23,Delivered,Net Banking,Standard Shipping,0.0,1249.36
167513,14347,2023-12-28,,,Cancelled,Debit Card,Standard Shipping,0.1,1836.81
301119,95293,2025-12-21,2025-12-22,2025-12-25,Delivered,Debit Card,Standard Shipping,0.0,2104.0
388553,94456,2023-07-12,2023-07-14,2023-07-16,Delivered,UPI,Express Shipping,0.05,4613.78
155724,90331,2025-06-26,2025-06-29,2025-07-02,Delivered,Credit Card,Express Shipping,0.05,4953.78
367269,24667,2025-11-08,2025-11-11,2025-11-15,Delivered,Debit Card,Express Shipping,0.0,1558.03
77693,84344,2025-12-22,2025-12-24,2025-12-26,Delivered,Wallet,Express Shipping,0.0,1230.54
82721,68844,2023-05-12,2023-05-15,2023-05-17,Delivered,Credit Card,Standard Shipping,0.1,2678.12
336691,20942,2025-10-07,2025-10-08,2025-10-11,Delivered,Credit Card,Standard Shipping,0.05,1059.8
262306,99715,2025-10-06,2025-10-08,2025-10-12,Delivered,Net Banking,Standard Shipping,0.15,3761.47
270950,26336,2024-09-22,2024-09-23,2024-09-28,Delivered,Debit Card,Standard Shipping,0.05,953.86
59663,23711,2025-04-25,2025-04-26,2025-04-29,Delivered,UPI,Standard Shipping,0.0,1627.97
420585,98160,2025-12-04,2025-12-05,2025-12-07,Delivered,Credit Card,Standard Shipping,0.0,2717.44
58388,40818,2025-10-09,2025-10-11,2025-10-16,Delivered,UPI,Standard Shipping,0.0,1387.29
425703,82848,2025-11-05,2025-11-08,2025-11-12,Delivered,UPI,Standard Shipping,0.05,657.79
236367,3126,2025-08-03,2025-08-04,2025-08-06,Delivered,Net Banking,Express Shipping,0.05,2497.2
332897,60547,2025-12-11,2025-12-12,2025-12-14,Delivered,UPI,Standard Shipping,0.15,1199.36
132441,91976,2025-12-04,2025-12-05,2025-12-09,Delivered,Credit Card,Standard Shipping,0.0,1065.95
192353,34448,2025-10-13,2025-10-14,2025-10-16,Delivered,Net Banking,Standard Shipping,0.05,880.59
255032,40417,2025-11-14,2025-11-16,2025-11-21,Delivered,Credit Card,Economy Shipping,0.0,948.35
428628,10486,2025-09-14,,,Pending,Wallet,Standard Shipping,0.1,1261.5
348921,27354,2025-07-19,2025-07-20,2025-07-22,Delivered,UPI,Express Shipping,0.0,5555.2
34205,95383,2024-04-16,2024-04-17,2024-04-21,Delivered,UPI,Priority Overnight,0.2,3376.34
17841,98474,2025-08-07,2025-08-08,2025-08-11,Delivered,Wallet,Standard Shipping,0.0,1749.05
453767,59396,2025-04-08,2025-04-10,2025-04-14,Delivered,COD,Express Shipping,0.2,1441.77
138563,83547,2025-11-29,2025-11-30,2025-12-02,Delivered,Debit Card,Standard Shipping,0.15,327.91
435663,9469,2024-12-12,2024-12-13,2024-12-18,Delivered,Debit Card,Standard Shipping,0.0,3198.24
464310,6372,2023-11-04,2023-11-06,2023-11-08,Delivered,UPI,Standard Shipping,0.0,1001.98
42327,62189,2025-09-28,2025-09-29,2025-10-04,Delivered,UPI,Standard Shipping,0.0,1079.85
191012,43713,2025-11-09,2025-11-10,2025-11-15,Delivered,UPI,Standard Shipping,0.0,2533.47
362430,44450,2025-04-07,2025-04-10,2025-04-14,Delivered,Debit Card,Express Shipping,0.15,2698.34
75283,71009,2024-05-14,2024-05-15,2024-05-19,Delivered,Debit Card,Priority Overnight,0.05,856.86
433521,81489,2025-11-29,2025-11-30,2025-12-02,Delivered,Credit Card,Express Shipping,0.0,2353.54
454046,98381,2025-02-05,2025-02-06,2025-02-08,Delivered,UPI,Standard Shipping,0.0,832.54
495784,47992,2025-11-17,2025-11-20,2025-11-24,Delivered,Net Banking,Express Shipping,0.0,4249.51
90442,3938,2025-03-12,2025-03-14,2025-03-16,Delivered,Credit Card,Express Shipping,0.0,838.77
411571,84978,2025-12-25,2025-12-26,2025-12-29,Delivered,Credit Card,Express Shipping,0.05,2189.3
192613,99410,2024-12-04,2024-12-06,2024-12-09,Delivered,UPI,Standard Shipping,0.05,1749.55
298475,8345,2025-12-18,2025-12-20,2025-12-24,Delivered,Credit Card,Standard Shipping,0.15,976.44
41738,39968,2025-10-29,2025-10-30,2025-11-03,Delivered,Wallet,Economy Shipping,0.0,1554.3
271276,68239,2024-03-21,2024-03-22,2024-03-24,Delivered,Net Banking,Express Shipping,0.1,273.07
281185,31349,2025-12-20,2025-12-22,2025-12-25,Delivered,UPI,Standard Shipping,0.0,506.07
82777,91540,2023-01-05,,,Cancelled,UPI,Priority Overnight,0.05,1577.09
435552,5381,2025-07-31,2025-08-01,2025-08-03,Delivered,COD,Express Shipping,0.15,1557.17
86192,64274,2025-11-26,2025-11-28,2025-12-01,Delivered,Credit Card,Standard Shipping,0.0,877.18
287188,29013,2024-09-21,2024-09-22,2024-09-24,Delivered,Credit Card,Standard Shipping,0.05,3212.74
435198,8927,2025-06-03,2025-06-05,2025-06-07,Delivered,Debit Card,Standard Shipping,0.0,1043.76
380857,36804,2024-05-09,2024-05-12,2024-05-17,Delivered,Debit Card,Standard Shipping,0.0,2241.92
80527,72451,2024-07-25,2024-07-26,2024-07-28,Delivered,Wallet,Express Shipping,0.0,1230.09
240261,92072,2025-10-14,2025-10-16,2025-10-19,Delivered,Credit Card,Standard Shipping,0.0,3450.75
44086,45323,2025-11-02,2025-11-04,2025-11-07,Delivered,Net Banking,Standard Shipping,0.05,931.46
282187,11783,2025-08-15,2025-08-17,2025-08-22,Delivered,Credit Card,Standard Shipping,0.0,241.1
50034,46057,2025-06-29,2025-06-30,2025-07-02,Delivered,Net Banking,Standard Shipping,0.1,881.03
116302,31001,2024-04-08,2024-04-10,2024-04-12,Delivered,Credit Card,Standard Shipping,0.05,1623.89
335264,73698,2025-06-30,,,Pending,Credit Card,Express Shipping,0.05,1089.62
432050,33059,2022-06-06,2022-06-09,2022-06-12,Delivered,UPI,Express Shipping,0.0,2130.23
193152,6578,2024-11-20,2024-11-21,2024-11-25,Delivered,Credit Card,Economy Shipping,0.0,1629.84
441682,40921,2025-12-09,2025-12-11,2025-12-13,Delivered,Net Banking,Standard Shipping,0.0,2868.28
437643,24325,2024-09-15,2024-09-17,2024-09-20,Delivered,Credit Card,Express Shipping,0.0,2273.69
46891,7968,2024-07-13,2024-07-14,2024-07-18,Delivered,Credit Card,Standard Shipping,0.05,1115.66
92570,30837,2024-12-05,2024-12-08,2024-12-12,Delivered,UPI,Express Shipping,0.05,1684.31
421735,38878,2025-09-04,2025-09-05,2025-09-07,Delivered,Debit Card,Priority Overnight,0.0,41.79
34109,48350,2024-08-27,2024-08-30,2024-09-02,Delivered,UPI,Express Shipping,0.05,3325.15
160899,47127,2025-08-15,2025-08-16,2025-08-18,Delivered,Credit Card,Standard Shipping,0.0,4070.57
30094,39957,2023-12-23,2023-12-24,2023-12-29,Delivered,UPI,Standard Shipping,0.0,1501.62
303981,39930,2025-05-29,2025-06-01,2025-06-03,Delivered,COD,Standard Shipping,0.05,1337.52
419536,59059,2024-02-14,2024-02-15,2024-02-17,Delivered,Net Banking,Standard Shipping,0.05,2853.24
169234,81835,2025-02-16,2025-02-17,2025-02-19,Delivered,Debit Card,Standard Shipping,0.2,791.98
232153,25951,2024-09-24,,,Cancelled,Debit Card,Standard Shipping,0.0,1857.1
117835,69745,2025-06-19,2025-06-20,2025-06-23,Delivered,Credit Card,Standard Shipping,0.1,3393.05
142363,37906,2025-11-28,2025-11-29,2025-12-02,Delivered,Credit Card,Standard Shipping,0.0,2010.48
198881,82171,2025-12-21,2025-12-22,2025-12-26,Returned,COD,Express Shipping,0.1,6715.34
497398,56731,2025-12-14,2025-12-16,2025-12-19,Returned,Debit Card,Standard Shipping,0.1,1269.99
112815,63878,2025-07-14,2025-07-15,2025-07-17,Delivered,UPI,Standard Shipping,0.05,3071.19
87538,26491,2023-04-11,2023-04-13,2023-04-16,Delivered,Debit Card,Standard Shipping,0.2,2216.38
412594,38293,2025-09-27,2025-09-30,2025-10-03,Delivered,UPI,Economy Shipping,0.05,954.32
179978,60009,2025-08-11,2025-08-14,2025-08-16,Delivered,UPI,Standard Shipping,0.0,1259.24
431243,86549,2025-08-26,2025-08-27,2025-08-30,Delivered,Credit Card,Standard Shipping,0.15,3144.9
171777,90445,2025-08-03,2025-08-06,2025-08-09,Delivered,Credit Card,Standard Shipping,0.0,2405.6
74686,97597,2025-02-23,2025-02-24,2025-03-01,Delivered,Debit Card,Standard Shipping,0.1,211.36
236099,95513,2025-02-15,,,Pending,Wallet,Standard Shipping,0.0,3308.81
145072,69921,2025-01-19,2025-01-22,2025-01-25,Returned,UPI,Express Shipping,0.1,3271.52
470476,75643,2024-04-14,2024-04-16,2024-04-19,Delivered,Debit Card,Priority Overnight,0.1,445.37
295821,26450,2024-12-13,2024-12-15,2024-12-18,Delivered,Credit Card,Priority Overnight,0.05,1453.52
357279,45274,2025-11-13,2025-11-14,2025-11-17,Returned,Credit Card,Express Shipping,0.0,2300.69
302630,18219,2024-04-25,2024-04-28,2024-04-30,Delivered,Credit Card,Standard Shipping,0.0,1921.94
226413,74077,2025-08-14,2025-08-17,2025-08-21,Delivered,Debit Card,Express Shipping,0.0,1560.26
343420,18212,2025-02-06,2025-02-07,2025-02-09,Delivered,Debit Card,Standard Shipping,0.0,1514.67
413757,39996,2025-12-22,2025-12-25,2025-12-30,Delivered,Credit Card,Standard Shipping,0.05,698.67
127666,43616,2024-04-20,2024-04-21,2024-04-23,Delivered,Credit Card,Express Shipping,0.1,3069.32
377348,93907,2025-02-25,2025-02-28,2025-03-02,Delivered,Credit Card,Standard Shipping,0.1,1464.54
313065,39045,2024-04-21,2024-04-22,2024-04-24,Delivered,Credit Card,Priority Overnight,0.0,3321.68
485187,38015,2025-11-24,2025-11-26,2025-11-29,Delivered,Wallet,Express Shipping,0.0,1047.6
459032,81411,2025-05-09,2025-05-12,2025-05-14,Delivered,Debit Card,Standard Shipping,0.0,3390.09
264885,15607,2024-11-16,2024-11-17,2024-11-20,Delivered,Debit Card,Standard Shipping,0.0,551.96
438724,77594,2025-07-17,2025-07-18,2025-07-20,Delivered,UPI,Express Shipping,0.0,608.92
13890,20907,2025-12-18,2025-12-19,2025-12-23,Delivered,Credit Card,Standard Shipping,0.0,2575.99
119740,5812,2025-08-16,,,Pending,Credit Card,Standard Shipping,0.15,1879.73
159737,7348,2024-07-28,2024-07-29,2024-08-02,Delivered,UPI,Express Shipping,0.0,3503.33
143968,43750,2025-03-22,2025-03-23,2025-03-26,Delivered,UPI,Priority Overnight,0.2,1570.35
75188,74711,2025-07-06,2025-07-07,2025-07-11,Delivered,Credit Card,Standard Shipping,0.1,1766.14
434403,76704,2025-04-23,2025-04-26,2025-04-29,Delivered,Credit Card,Standard Shipping,0.05,1769.99
188637,43642,2025-11-06,2025-11-08,2025-11-11,Delivered,Debit Card,Express Shipping,0.0,2357.91
315297,74888,2025-06-27,2025-06-28,2025-07-02,Returned,Credit Card,Standard Shipping,0.0,3153.48
197254,41912,2023-12-17,2023-12-18,2023-12-22,Returned,UPI,Priority Overnight,0.0,1447.46
101185,56102,2024-12-02,2024-12-03,2024-12-05,Delivered,Credit Card,Standard Shipping,0.05,1008.09
226430,46603,2025-07-11,2025-07-12,2025-07-15,Delivered,Credit Card,Standard Shipping,0.0,755.83
188796,74227,2025-04-24,2025-04-25,2025-04-27,Returned,Debit Card,Standard Shipping,0.0,4766.52
481145,61358,2025-04-10,2025-04-13,2025-04-18,Delivered,Net Banking,Priority Overnight,0.0,6369.77
443235,21051,2024-08-04,2024-08-06,2024-08-09,Delivered,Wallet,Express Shipping,0.0,2618.14
300863,76112,2025-10-30,,,Pending,Wallet,Standard Shipping,0.0,3119.84
496301,43494,2022-07-11,2022-07-13,2022-07-16,Delivered,UPI,Standard Shipping,0.0,4247.66
296290,20976,2025-03-10,2025-03-12,2025-03-14,Delivered,Credit Card,Standard Shipping,0.0,890.4
88832,80065,2025-05-20,,,Pending,Credit Card,Standard Shipping,0.05,931.74
43939,72078,2024-11-30,2024-12-03,2024-12-05,Delivered,Debit Card,Standard Shipping,0.0,858.92
450975,63753,2023-12-22,2023-12-23,2023-12-26,Delivered,Debit Card,Express Shipping,0.15,1911.84
192525,24121,2025-01-19,2025-01-20,2025-01-23,Delivered,Credit Card,Standard Shipping,0.1,1178.35
9208,94451,2025-08-17,,,Pending,UPI,Express Shipping,0.0,1134.46
240170,60613,2025-04-02,2025-04-03,2025-04-05,Delivered,Credit Card,Standard Shipping,0.05,1873.72
144167,70431,2024-02-29,2024-03-03,2024-03-06,Delivered,Credit Card,Priority Overnight,0.0,3196.39
161707,2569,2024-09-21,,,Cancelled,Debit Card,Standard Shipping,0.05,504.5
485084,76203,2024-11-24,2024-11-26,2024-11-28,Delivered,Wallet,Economy Shipping,0.0,1528.32
384088,62334,2025-07-20,2025-07-21,2025-07-25,Delivered,UPI,Standard Shipping,0.05,995.92
302815,21564,2024-09-30,2024-10-01,2024-10-04,Delivered,UPI,Express Shipping,0.0,2433.94
493506,32258,2025-11-21,2025-11-23,2025-11-26,Delivered,Credit Card,Express Shipping,0.1,1318.73
402292,16740,2025-01-06,2025-01-07,2025-01-09,Delivered,Debit Card,Standard Shipping,0.0,982.31
191329,37449,2024-08-10,2024-08-13,2024-08-15,Delivered,Credit Card,Express Shipping,0.1,800.15
262831,24838,2025-02-10,2025-02-11,2025-02-16,Delivered,UPI,Standard Shipping,0.0,4736.53
245448,25500,2025-10-31,2025-11-02,2025-11-04,Delivered,Debit Card,Priority Overnight,0.1,1899.71
147089,48488,2025-01-06,2025-01-08,2025-01-11,Delivered,Debit Card,Standard Shipping,0.2,4979.2
166314,51619,2025-07-05,2025-07-06,2025-07-09,Delivered,UPI,Priority Overnight,0.1,626.86
94341,34627,2023-10-25,2023-10-26,2023-10-31,Delivered,Credit Card,Express Shipping,0.0,1480.14
326345,25341,2025-05-17,2025-05-20,2025-05-23,Delivered,Credit Card,Express Shipping,0.05,658.06
283509,90092,2025-11-01,,,Pending,Debit Card,Priority Overnight,0.05,3680.52
91094,73702,2025-08-05,2025-08-07,2025-08-12,Delivered,Debit Card,Standard Shipping,0.2,162.38
315128,7451,2025-10-22,,,Cancelled,Net Banking,Priority Overnight,0.0,2966.48
436404,14682,2022-08-02,2022-08-04,2022-08-09,Delivered,Net Banking,Standard Shipping,0.0,2331.0
186120,54772,2024-06-02,2024-06-03,2024-06-05,Delivered,Net Banking,Standard Shipping,0.0,4943.18
474624,2768,2024-10-26,,,Cancelled,Net Banking,Express Shipping,0.05,3060.68
300847,79264,2025-06-14,2025-06-15,2025-06-18,Delivered,Net Banking,Standard Shipping,0.05,313.49
218743,71023,2024-07-16,2024-07-17,2024-07-19,Delivered,Debit Card,Express Shipping,0.0,1909.49
76802,67443,2024-07-09,2024-07-10,2024-07-12,Delivered,Credit Card,Standard Shipping,0.05,1597.6
293981,31801,2025-09-15,2025-09-16,2025-09-20,Delivered,UPI,Express Shipping,0.15,609.42
13886,76219,2022-12-29,2022-12-30,2023-01-01,Delivered,Debit Card,Express Shipping,0.15,142.79
360538,35110,2025-09-18,2025-09-20,2025-09-22,Delivered,Credit Card,Priority Overnight,0.1,2675.81
485545,40668,2025-10-27,2025-10-28,2025-11-02,Delivered,Debit Card,Standard Shipping,0.0,1989.61
267773,3068,2025-11-18,2025-11-20,2025-11-25,Delivered,Debit Card,Economy Shipping,0.0,2203.93
42140,95175,2025-11-06,2025-11-08,2025-11-12,Delivered,Debit Card,Express Shipping,0.0,249.96
204308,64843,2025-11-19,2025-11-20,2025-11-23,Delivered,Credit Card,Express Shipping,0.05,1397.11
143101,93986,2024-10-28,2024-10-29,2024-11-01,Delivered,Wallet,Standard Shipping,0.0,596.96
158191,98792,2025-12-06,2025-12-08,2025-12-12,Delivered,COD,Standard Shipping,0.0,628.24
308116,70905,2025-05-13,2025-05-15,2025-05-20,Delivered,Net Banking,Standard Shipping,0.05,1031.72
61835,83208,2025-04-06,2025-04-09,2025-04-13,Delivered,Credit Card,Priority Overnight,0.05,1317.48
387471,59566,2024-11-20,2024-11-22,2024-11-25,Delivered,Wallet,Priority Overnight,0.0,359.98
289551,72278,2025-02-11,2025-02-13,2025-02-16,Delivered,Debit Card,Standard Shipping,0.0,1417.92
208024,12950,2023-05-07,2023-05-09,2023-05-11,Delivered,UPI,Express Shipping,0.05,296.67
55745,64507,2025-12-05,2025-12-06,2025-12-09,Delivered,Net Banking,Standard Shipping,0.0,1238.14
187364,35211,2024-04-02,2024-04-05,2024-04-07,Delivered,UPI,Standard Shipping,0.0,1250.15
334075,4365,2025-04-12,2025-04-13,2025-04-15,Delivered,Credit Card,Standard Shipping,0.15,945.48
168537,83065,2025-03-13,2025-03-15,2025-03-18,Delivered,Debit Card,Express Shipping,0.05,3103.38
181796,57609,2025-09-14,2025-09-15,2025-09-17,Delivered,Net Banking,Standard Shipping,0.0,1557.72
380036,53325,2025-12-03,2025-12-05,2025-12-07,Delivered,COD,Express Shipping,0.1,681.41
274659,31424,2024-06-27,2024-06-29,2024-07-02,Delivered,UPI,Economy Shipping,0.0,1485.8
414862,78575,2025-07-31,2025-08-03,2025-08-06,Delivered,Credit Card,Standard Shipping,0.1,4044.58
91826,94844,2025-06-15,2025-06-18,2025-06-20,Delivered,UPI,Standard Shipping,0.0,1506.56
182843,59258,2025-06-10,2025-06-11,2025-06-14,Delivered,Wallet,Express Shipping,0.0,386.47
495105,94750,2024-04-04,2024-04-06,2024-04-09,Delivered,Debit Card,Express Shipping,0.2,1265.24
325339,85223,2025-06-03,2025-06-06,2025-06-11,Delivered,UPI,Standard Shipping,0.0,387.58
1492,58109,2025-04-02,2025-04-03,2025-04-07,Delivered,Credit Card,Standard Shipping,0.1,1971.79
381023,59988,2025-08-06,2025-08-08,2025-08-13,Delivered,Net Banking,Standard Shipping,0.0,348.47
132734,16684,2025-02-14,,,Cancelled,COD,Economy Shipping,0.0,733.21
371340,14894,2025-07-21,,,Pending,Wallet,Priority Overnight,0.05,2203.41
490901,40338,2024-07-08,2024-07-10,2024-07-13,Delivered,Credit Card,Standard Shipping,0.2,399.77
369274,87981,2025-03-07,2025-03-09,2025-03-11,Delivered,Credit Card,Standard Shipping,0.0,3013.24
183538,53777,2025-11-08,2025-11-09,2025-11-11,Delivered,Debit Card,Standard Shipping,0.1,668.47
54366,63719,2025-12-31,2026-01-01,2026-01-05,Delivered,Wallet,Standard Shipping,0.05,2011.1
202761,9000,2025-10-12,2025-10-15,2025-10-17,Delivered,Debit Card,Express Shipping,0.15,1012.04
115693,15110,2024-07-11,2024-07-12,2024-07-16,Delivered,UPI,Priority Overnight,0.15,1685.54
449656,81759,2025-05-23,2025-05-24,2025-05-27,Delivered,Credit Card,Standard Shipping,0.05,1371.76
13260,27468,2025-06-06,2025-06-07,2025-06-10,Delivered,Credit Card,Economy Shipping,0.0,2192.22
